,Label,Text,ppData
223,0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,U say leh Of course nothing happen lar Not say v romantic jus bit lor I thk e nite scenery nice leh
224,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",500 New Mobiles 2004 MUST GO Txt NOKIA No 89545 collect today From ONLY 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18
225,0,Would really appreciate if you call me. Just need someone to talk to.,Would really appreciate call Just need someone talk
226,1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",Will u meet ur dream partner soon Is ur career 2 flyng start 2 find free txt HORO follow ur star sign e g HORO ARIES
227,0,Hey company elama po mudyadhu.,Hey company elama po mudyadhu
228,0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",Life strict teacher Bcoz Teacher teach lesson amp conduct exam But Life first conduct Exam amp teach Lessons Happy morning
229,0,Dear good morning now only i am up,Dear good morning
230,0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,Get gandhipuram walk cross cut road Right side lt gt street road turn first right
231,0,Dear we are going to our rubber place,Dear go rubber place
232,0,"Sorry battery died, yeah I'm here",Sorry battery die yeah I
233,0,Yes:)here tv is always available in work place..,Yes tv always available work place
234,1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,Text meet someone sexy today U find date even flirt U Join 4 10p REPLY NAME AGE eg Sam 25 18 msg recd thirtyeight penny
235,0,I have printed it oh. So  &lt;#&gt;  come upstairs,I print oh So lt gt come upstairs
236,0,Or ill be a little closer like at the bus stop on the same street,Or ill little closer like bus stop street
237,0,Where are you?when wil you reach here?,Where wil reach
238,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",New Theory Argument win SITUATION lose PERSON So dont argue ur friend kick amp say I always correct
239,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 secret admirer look 2 make contact U find R reveal think UR special call 09058094597
240,0,Tomarrow final hearing on my laptop case so i cant.,Tomarrow final hearing laptop case cant
241,0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
242,0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",Okay No shin That mean sign sound well
243,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",Although tell u dat baig face watch really like e watch u give co fr u Thanx 4 everything dat u do today touch
244,0,U don't remember that old commercial?,U remember old commercial
245,0,Too late. I said i have the website. I didn't i have or dont have the slippers,Too late I say website I dont slipper
246,0,I asked you to call him now ok,I ask call ok
247,0,Kallis wont bat in 2nd innings.,Kallis wont bat 2nd inning
248,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,It didnt work oh Ok goodnight I fix ready time wake You dearly miss good night sleep
249,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Congratulations ur award 500 CD voucher 125gift guarantee Free entry 2 100 wkly draw txt MUSIC 87066 TnCs www Ldew com1win150ppmx3age16
250,0,Ranjith cal drpd Deeraj and deepak 5min hold,Ranjith cal drpd Deeraj deepak 5min hold
251,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",Wen ur lovable bcums angry wid u dnt take seriously Coz angry childish n true way show deep affection care n luv kettoda manda Have nice day da
252,0,What you doing?how are you?,What
253,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",Ups 3days also shipping company take 2wks The way usps take week get lag may bribe nipost get stuff
254,0,"I'm back, lemme know when you're ready",I back lem know ready
255,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,Don necessarily expect do get back though I headin
256,0,Mmm so yummy babe ... Nice jolt to the suzy,Mmm yummy babe Nice jolt suzy
257,0,Where are you lover ? I need you ...,Where lover I need
258,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,We try contact reply offer Video Handset 750 anytime network min UNLIMITED TEXT Camcorder Reply call 08000930705 NOW
259,0,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,I park next MINI When come today think
260,0,Yup,Yup
261,0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,Anyway go shopping Cos si do yet Dun disturb u liao
262,0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,MY NO IN LUTON 0125698789 RING ME IF UR AROUND H
263,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Hey I really horny want chat see naked text hot 69698 text charge 150pm unsubscribe text stop 69698
264,0,Why you Dint come with us.,Why Dint come u
265,0,Same. Wana plan a trip sometme then,Same Wana plan trip sometme
266,0,"Not sure yet, still trying to get a hold of him",Not sure yet still try get hold
267,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,Ur ringtone service change 25 Free credit Go club4mobiles com choose content Stop txt CLUB STOP 87070 150p wk Club4 PO Box1146 MK45 2WT
268,0,The evo. I just had to download flash. Jealous?,The evo I download flash Jealous
269,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Ringtone Club Get UK single chart mobile week choose top quality ringtone This message free charge
270,0,"Come to mu, we're sorting out our narcotics situation",Come mu sort narcotic situation
271,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",Night end another day morning come special way May smile like sunny ray leave worry blue blue bay
272,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pound genuine HMV voucher Just answer 4 easy question Play Now Send HMV 86688 More info www 100percent real com
273,0,"Usf I guess, might as well take 1 car",Usf I guess might well take 1 car
274,0,No objection. My bf not coming.,No objection My bf come
275,0,Thanx...,Thanx
276,0,Tell rob to mack his gf in the theater,Tell rob mack gf theater
277,0,"Awesome, I'll see you in a bit",Awesome I see bit
278,0,Just sent it. So what type of food do you like?,Just send So type food like
279,0,All done? All handed in? Celebrations in full swing yet?,All do All hand Celebrations full swing yet
280,0,You got called a tool?,You get call tool
281,0,\Wen u miss someone,Wen u miss someone
282,0,Ok. I asked for money how far,Ok I ask money far
283,0,Okie...,Okie
284,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",Yeah I think usual guy still pass last night get ahold anybody let know I throw
285,0,"K, I might come by tonight then if my class lets out early",K I might come tonight class let early
286,0,Ok..,Ok
287,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
288,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",My life Means lot Not I love life But I love people life The world call friends I call World Ge
289,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",Dear shall mail tonite busy street shall update tonite thing look ok varunnathu edukkukayee raksha ollu good one real sense
290,0,Hey you told your name to gautham ah?,Hey tell name gautham ah
291,0,Haf u found him? I feel so stupid da v cam was working.,Haf u find I feel stupid da v cam work
292,0,Oops. 4 got that bit.,Oops 4 get bit
293,0,Are you this much buzy,Are much buzy
294,0,I accidentally deleted the message. Resend please.,I accidentally delete message Resend please
295,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,T Mobile customer may claim FREE CAMERA PHONE upgrade pay go sim card loyalty Call 0845 021 3680 Offer end 28thFeb T C apply
296,0,Unless it's a situation where YOU GO GURL would be more appropriate,Unless situation YOU GO GURL would appropriate
297,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,Hurt Tease Make cry But end life die plz keep one rise grave say STUPID I MISS U HAVE A NICE DAY BSLVYL
298,0,I cant pick the phone right now. Pls send a message,I cant pick phone right Pls send message
299,0,Need a coffee run tomo?Can't believe it's that time of week already,Need coffee run tomo Can believe time week already
300,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",Awesome I remember last time get somebody high first time diesel V
301,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",Shit really shocking scary cant imagine second Def night Do u think somewhere could crash night save taxi
302,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,Oh way food fridge Want go meal tonight
303,0,He is a womdarfull actor,He womdarfull actor
304,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",SMS ac Blind Date 4U Rodds1 21 Aberdeen United Kingdom Check Him http img sm ac W icmb3cktz8r7 4 Blind Dates send HIDE
305,0,Yup... From what i remb... I think should be can book... ,Yup From remb I think book
